"","MATINH","MAHUYEN","MAXA","MADIABAN","HOSO","IDHO","Province_name","ws_method","ws_area_unit","ws_rate","seed_rate_duration","pre_area_unit","pre_rate","certified","rice_name","KYDIEUTRA","Region","count","dom_ea","dom_commune","ws_rate_ha"
"3496",80,799,27853,4,12,27853004012,"Tinh Long An",1,4,18,8,4,16,1,"Nếp",1,"6_MRD",9,4,4,180
"3497",80,799,27853,4,13,27853004013,"Tinh Long An",3,4,15,22,NA,NA,1,"OM18",1,"6_MRD",9,4,4,150
"3498",80,799,27853,4,14,27853004014,"Tinh Long An",3,4,150,3,4,180,2,"Nếp 4625",1,"6_MRD",9,4,4,1500
"3499",80,799,27853,4,15,27853004015,"Tinh Long An",1,4,16,9,4,20,1,"Nếp",1,"6_MRD",9,4,4,160
"3500",80,799,27862,7,2,27862007002,"Tinh Long An",1,4,18,5,4,20,1,"OM 18",1,"6_MRD",7,4,4,180
"3501",80,799,27862,7,3,27862007003,"Tinh Long An",1,4,16,2,4,18,1,"OM 18",1,"6_MRD",7,4,4,160
"3502",80,799,27862,7,5,27862007005,"Tinh Long An",3,4,16,12,4,15,1,"Nếp",1,"6_MRD",7,4,4,160
"3503",80,799,27862,7,6,27862007006,"Tinh Long An",3,4,160,5,4,18,1,"Đài thơm 8",1,"6_MRD",7,4,4,1600
"3504",80,799,27862,7,8,27862007008,"Tinh Long An",3,4,16,10,4,16,1,"OM4900",1,"6_MRD",7,4,4,160
"3505",80,799,27862,7,10,27862007010,"Tinh Long An",3,4,140,3,4,180,1,"Đài thơm 8",1,"6_MRD",7,4,4,1400
"3506",80,799,27862,7,12,27862007012,"Tinh Long An",3,4,140,3,4,180,1,"Nếp 4625",1,"6_MRD",7,4,4,1400
"3507",80,802,27940,22,9,27940022009,"Tinh Long An",3,1,0.01,10,4,0.2,1,"om 18",1,"6_MRD",1,1,1,100
"3508",80,803,28018,10,7,28018010007,"Tinh Long An",1,4,20,99,NA,NA,3,"ST25",1,"6_MRD",1,4,4,200
"3509",80,803,28021,18,15,28021018015,"Tinh Long An",1,4,12,5,4,15,1,"ST24",1,"6_MRD",1,4,4,120
"3510",80,803,28024,12,11,28024012011,"Tinh Long An",1,4,17,5,4,20,2,"Nàng Thơm",1,"6_MRD",1,4,4,170
"3511",80,805,28075,4,12,28075004012,"Tinh Long An",1,1,96,5,1,160,1,"nàng hoa",1,"6_MRD",1,1,1,960000
"3512",80,805,28075,4,14,28075004014,"Tinh Long An",1,4,12,6,4,18,1,"NVT",1,"6_MRD",1,1,1,120
"3513",80,807,28189,7,3,28189007003,"Tinh Long An",1,1,0.5,99,NA,NA,1,"Tài Nguyên",1,"6_MRD",3,1,1,5000
"3514",80,807,28189,7,4,28189007004,"Tinh Long An",1,1,50,10,1,50,1,"Tài Nguyên",1,"6_MRD",3,1,1,500000
"3515",80,807,28189,7,11,28189007011,"Tinh Long An",1,1,0.3,5,1,60,2,"tài nguyên",1,"6_MRD",3,1,1,3000
"3516",82,824,28702,9,3,28702009003,"Tinh Tien Giang",2,4,20,2,4,20,1,"ST25",1,"6_MRD",4,4,4,200
"3517",82,824,28702,9,6,28702009006,"Tinh Tien Giang",1,4,18,1,4,20,1,"ST25",1,"6_MRD",4,4,4,180
"3518",82,824,28702,9,7,28702009007,"Tinh Tien Giang",3,4,18,2,4,18,1,"Nàng Hoa",1,"6_MRD",4,4,4,180
"3519",82,824,28702,9,13,28702009013,"Tinh Tien Giang",1,4,18,1,4,18,1,"ST25",1,"6_MRD",4,4,4,180
"3520",82,816,28708,30,2,28708030002,"Tinh Tien Giang",1,4,29.33,3,4,29.33,3,"nàng hoa tiên",1,"6_MRD",8,4,4,293.3
"3521",82,816,28708,30,6,28708030006,"Tinh Tien Giang",1,4,26.6,2,4,26.6,3,"nàng hoa",1,"6_MRD",8,4,4,266
"3522",82,816,28708,30,7,28708030007,"Tinh Tien Giang",1,4,25,3,4,25,1,"5451",1,"6_MRD",8,4,4,250
"3523",82,816,28708,30,9,28708030009,"Tinh Tien Giang",1,4,26.67,1,4,26.67,1,"nàng hoa",1,"6_MRD",8,4,4,266.7
"3524",82,816,28708,30,10,28708030010,"Tinh Tien Giang",1,4,22.6,3,4,22.6,1,"OM 4900",1,"6_MRD",8,4,4,226
"3525",82,816,28708,30,12,28708030012,"Tinh Tien Giang",1,4,20,3,4,20,1,"nàng hoa tiên",1,"6_MRD",8,4,4,200
"3526",82,816,28708,30,13,28708030013,"Tinh Tien Giang",1,4,20,3,4,20,1,"nàng hoa tiên",1,"6_MRD",8,4,4,200
"3527",82,816,28708,30,14,28708030014,"Tinh Tien Giang",1,4,32,4,4,32,1,"nàng hoa tiên",1,"6_MRD",8,4,4,320
"3528",82,816,28729,1,5,28729001005,"Tinh Tien Giang",1,4,18,25,NA,NA,1,"ST24",1,"6_MRD",3,4,4,180
"3529",82,816,28729,1,12,28729001012,"Tinh Tien Giang",1,4,20,10,4,22,1,"Đài Thơm 8",1,"6_MRD",3,4,4,200
"3530",82,816,28729,1,13,28729001013,"Tinh Tien Giang",1,4,16.7,3,4,16.7,1,"5451",1,"6_MRD",3,4,4,167
"3531",83,834,28987,2,1,28987002001,"Tinh Ben Tre",1,4,12,5,4,12,3,"O C10",1,"6_MRD",2,4,4,120
"3532",83,834,28987,2,11,28987002011,"Tinh Ben Tre",2,4,10,8,4,10,2,"nàng hoa chín",1,"6_MRD",2,4,4,100
"3533",83,834,29032,11,2,29032011002,"Tinh Ben Tre",1,4,15,2,4,15,3,"OC 10",1,"6_MRD",2,4,4,150
"3534",83,834,29032,11,6,29032011006,"Tinh Ben Tre",1,4,13,6,4,13,3,"OC 10",1,"6_MRD",2,4,4,130
"3535",83,836,29152,14,2,29152014002,"Tinh Ben Tre",1,4,20,10,4,18,2,"OC10",1,"6_MRD",6,4,4,200
"3536",83,836,29152,14,4,29152014004,"Tinh Ben Tre",2,4,18,5,4,20,3,"oc10",1,"6_MRD",6,4,4,180
"3537",83,836,29152,14,5,29152014005,"Tinh Ben Tre",1,4,12,5,4,20,1,"UC10",1,"6_MRD",6,4,4,120
"3538",83,836,29152,14,6,29152014006,"Tinh Ben Tre",1,4,18,10,4,20,3,"oc10",1,"6_MRD",6,4,4,180
"3539",83,836,29152,14,10,29152014010,"Tinh Ben Tre",1,4,36,10,4,20,3,"om",1,"6_MRD",6,4,4,360
"3540",83,836,29152,14,11,29152014011,"Tinh Ben Tre",1,1,20,35,NA,NA,3,"OC 10",1,"6_MRD",1,4,4,200000
"3541",83,836,29152,14,14,29152014014,"Tinh Ben Tre",1,4,10,3,4,20,1,"UC10",1,"6_MRD",6,4,4,100
"3542",83,836,29173,9,4,29173009004,"Tinh Ben Tre",1,4,18,6,4,20,2,"OC10",1,"6_MRD",2,4,4,180
"3543",83,836,29173,9,10,29173009010,"Tinh Ben Tre",1,4,15,20,NA,NA,2,"oc10",1,"6_MRD",2,4,4,150
"3544",83,837,29200,7,2,29200007002,"Tinh Ben Tre",1,4,20,70,NA,NA,2,"Một bụi đỏ",1,"6_MRD",7,4,4,200
"3545",83,837,29200,7,3,29200007003,"Tinh Ben Tre",5,4,15,10,4,20,3,"nang keo",1,"6_MRD",7,4,4,150
"3546",83,837,29200,7,4,29200007004,"Tinh Ben Tre",5,4,20,3,4,20,3,"bụi đỏ",1,"6_MRD",7,4,4,200
"3547",83,837,29200,7,9,29200007009,"Tinh Ben Tre",1,4,10,3,4,10,3,"oc10",1,"6_MRD",7,4,4,100
"3548",83,837,29200,7,10,29200007010,"Tinh Ben Tre",1,4,40,20,NA,NA,3,"nang keo",1,"6_MRD",7,4,4,400
"3549",83,837,29200,7,11,29200007011,"Tinh Ben Tre",1,4,10,2,4,10,3,"tép hành",1,"6_MRD",7,4,4,100
"3550",83,837,29200,7,12,29200007012,"Tinh Ben Tre",1,4,10,18,4,10,1,"một bụi đỏ",1,"6_MRD",7,4,4,100
"3551",84,842,29260,15,1,29260015001,"Tinh Tra Vinh",1,4,20,5,4,20,3,"OM5454",1,"6_MRD",3,4,4,200
"3552",84,842,29260,15,3,29260015003,"Tinh Tra Vinh",1,4,20,99,NA,NA,1,"OM, 5451",1,"6_MRD",3,4,4,200
"3553",84,842,29260,15,6,29260015006,"Tinh Tra Vinh",1,4,20,99,NA,NA,1,"5451",1,"6_MRD",3,4,4,200
"3554",84,844,29278,19,1,29278019001,"Tinh Tra Vinh",1,4,18,5,4,18,1,"202",1,"6_MRD",11,4,4,180
"3555",84,844,29278,19,2,29278019002,"Tinh Tra Vinh",1,4,18,3,4,18,1,"ML202",1,"6_MRD",11,4,4,180
"3556",84,844,29278,19,3,29278019003,"Tinh Tra Vinh",1,4,20,8,4,20,2,"ML202",1,"6_MRD",11,4,4,200
"3557",84,844,29278,19,5,29278019005,"Tinh Tra Vinh",1,4,13,3,4,13,1,"Dài thơm 8",1,"6_MRD",11,4,4,130
"3558",84,844,29278,19,6,29278019006,"Tinh Tra Vinh",1,4,15,10,4,15,1,"ML202",1,"6_MRD",11,4,4,150
"3559",84,844,29278,19,7,29278019007,"Tinh Tra Vinh",1,4,20,3,4,20,1,"ML202",1,"6_MRD",11,4,4,200
"3560",84,844,29278,19,9,29278019009,"Tinh Tra Vinh",1,4,20,2,4,20,2,"Ml202",1,"6_MRD",11,4,4,200
"3561",84,844,29278,19,11,29278019011,"Tinh Tra Vinh",2,4,16,6,4,20,1,"ml202",1,"6_MRD",11,4,4,160
"3562",84,844,29278,19,13,29278019013,"Tinh Tra Vinh",1,4,20,6,4,20,2,"ml202",1,"6_MRD",11,4,4,200
"3563",84,844,29278,19,14,29278019014,"Tinh Tra Vinh",1,4,15,7,4,15,1,"ML 202",1,"6_MRD",11,4,4,150
"3564",84,844,29278,19,15,29278019015,"Tinh Tra Vinh",1,4,17,7,4,17,1,"siêu hột tròn",1,"6_MRD",11,4,4,170
"3565",84,844,29302,14,3,29302014003,"Tinh Tra Vinh",1,4,20,2,4,20,1,"ML202",1,"6_MRD",3,4,4,200
"3566",84,844,29302,14,10,29302014010,"Tinh Tra Vinh",1,4,16,3,4,16,1,"OM18",1,"6_MRD",3,4,4,160
"3567",84,844,29302,14,11,29302014011,"Tinh Tra Vinh",1,4,20,99,NA,NA,1,"OM18",1,"6_MRD",3,4,4,200
"3568",84,846,29350,3,1,29350003001,"Tinh Tra Vinh",1,4,18,10,4,22,1,"ML 202",1,"6_MRD",6,4,4,180
"3569",84,846,29350,3,4,29350003004,"Tinh Tra Vinh",1,4,18,10,4,22,1,"Đài thơm 8",1,"6_MRD",6,4,4,180
"3570",84,846,29350,3,7,29350003007,"Tinh Tra Vinh",1,4,20,1,4,20,1,"VNR20",1,"6_MRD",6,4,4,200
"3571",84,846,29350,3,13,29350003013,"Tinh Tra Vinh",1,4,15,1,4,15,3,"ML202",1,"6_MRD",6,4,4,150
"3572",84,846,29350,3,14,29350003014,"Tinh Tra Vinh",1,4,15,1,4,20,3,"ml202",1,"6_MRD",6,4,4,150
"3573",84,846,29350,3,15,29350003015,"Tinh Tra Vinh",1,4,20,5,4,50,1,"om18",1,"6_MRD",6,4,4,200
"3574",84,847,29401,18,2,29401018002,"Tinh Tra Vinh",1,4,20,99,NA,NA,2,"hàm châu",1,"6_MRD",6,4,4,200
"3575",84,847,29401,18,3,29401018003,"Tinh Tra Vinh",1,4,15,2,4,12,1,"0m5451",1,"6_MRD",6,4,4,150
"3576",84,847,29401,18,8,29401018008,"Tinh Tra Vinh",1,4,20,99,NA,NA,2,"siêu hàm trâu",1,"6_MRD",6,4,4,200
"3577",84,847,29401,18,9,29401018009,"Tinh Tra Vinh",1,4,20,99,NA,NA,2,"siêu ham trâu",1,"6_MRD",6,4,4,200
"3578",84,847,29401,18,13,29401018013,"Tinh Tra Vinh",1,4,20,99,NA,NA,2,"siêu hàm trâu",1,"6_MRD",6,4,4,200
"3579",84,847,29401,18,14,29401018014,"Tinh Tra Vinh",1,4,20,99,NA,NA,2,"giống St 24",1,"6_MRD",6,4,4,200
"3580",84,848,29458,1,2,29458001002,"Tinh Tra Vinh",99,4,10,99,NA,NA,3,"jj",1,"6_MRD",4,4,4,100
"3581",84,848,29458,1,5,29458001005,"Tinh Tra Vinh",1,4,10,99,NA,NA,99,"không trồng",1,"6_MRD",4,4,4,100
"3582",84,848,29458,1,8,29458001008,"Tinh Tra Vinh",1,4,20,0,4,20,1,"OM18",1,"6_MRD",4,4,4,200
"3583",84,848,29458,1,9,29458001009,"Tinh Tra Vinh",99,4,50,99,NA,NA,1,"OM5451",1,"6_MRD",4,4,4,500
"3584",84,849,29473,11,15,29473011015,"Tinh Tra Vinh",1,4,20,1,4,20,3,"OM576",1,"6_MRD",1,4,4,200
"3585",86,858,29656,4,1,29656004001,"Tinh Vinh Long",1,4,25,2,4,30,1,"Giống ML202",1,"6_MRD",10,4,4,250
"3586",86,858,29656,4,3,29656004003,"Tinh Vinh Long",1,4,16,12,4,16,1,"ML202",1,"6_MRD",10,4,4,160
"3587",86,858,29656,4,4,29656004004,"Tinh Vinh Long",1,4,30,2,4,30,1,"Giống Lúa ML202",1,"6_MRD",10,4,4,300
"3588",86,858,29656,4,5,29656004005,"Tinh Vinh Long",1,4,26,1,4,20,3,"ML 202",1,"6_MRD",10,4,4,260
"3589",86,858,29656,4,6,29656004006,"Tinh Vinh Long",1,4,23,1,4,20,3,"Lúa dài hàm trâu nghé 102",1,"6_MRD",10,4,4,230
"3590",86,858,29656,4,7,29656004007,"Tinh Vinh Long",1,4,22,2,4,30,1,"giống ML202",1,"6_MRD",10,4,4,220
"3591",86,858,29656,4,8,29656004008,"Tinh Vinh Long",1,4,16,5,4,20,1,"Đài Thơm 8",1,"6_MRD",10,4,4,160
"3592",86,858,29656,4,10,29656004010,"Tinh Vinh Long",1,4,20,5,4,23,1,"Lúa gà 202",1,"6_MRD",10,4,4,200
"3593",86,858,29656,4,11,29656004011,"Tinh Vinh Long",1,4,20,99,NA,NA,1,"ML202",1,"6_MRD",10,4,4,200
"3594",86,858,29656,4,12,29656004012,"Tinh Vinh Long",1,4,20,99,NA,NA,3,"ML202",1,"6_MRD",10,4,4,200
"3595",86,861,29813,9,3,29813009003,"Tinh Vinh Long",1,4,18,1,4,18,1,"ML202",1,"6_MRD",2,4,4,180
"3596",86,861,29813,9,10,29813009010,"Tinh Vinh Long",1,4,20,99,NA,NA,1,"IR 5404",1,"6_MRD",2,4,4,200
"3597",87,866,29884,5,1,29884005001,"Tinh Dong Thap",3,5,20,5,99,0,1,"OM18",1,"6_MRD",3,4,4,153.846153846154
"3598",87,866,29884,5,5,29884005005,"Tinh Dong Thap",3,4,18,2,4,18,1,"om 18",1,"6_MRD",4,4,4,180
"3599",87,866,29884,5,7,29884005007,"Tinh Dong Thap",3,4,14,14,4,15,1,"om 18",1,"6_MRD",4,4,4,140
"3600",87,866,29884,5,9,29884005009,"Tinh Dong Thap",2,4,260,99,NA,NA,1,"OM",1,"6_MRD",4,4,4,2600
"3601",87,866,29884,5,12,29884005012,"Tinh Dong Thap",1,5,25,6,5,22,1,"Om18",1,"6_MRD",3,4,4,192.307692307692
"3602",87,866,29884,5,13,29884005013,"Tinh Dong Thap",3,4,20,25,NA,NA,1,"om 18",1,"6_MRD",4,4,4,200
"3603",87,866,29884,5,15,29884005015,"Tinh Dong Thap",2,5,22,20,NA,NA,1,"OM18",1,"6_MRD",3,4,4,169.230769230769
"3604",87,869,29926,12,1,29926012001,"Tinh Dong Thap",3,5,23,5,5,28,2,"om 4900",1,"6_MRD",4,5,5,176.923076923077
"3605",87,869,29926,12,3,29926012003,"Tinh Dong Thap",1,5,21,5,5,25,1,"om 4900",1,"6_MRD",4,5,5,161.538461538462
"3606",87,869,29926,12,4,29926012004,"Tinh Dong Thap",3,5,22,6,5,25,2,"om 4900",1,"6_MRD",4,5,5,169.230769230769
"3607",87,869,29926,12,10,29926012010,"Tinh Dong Thap",1,4,20,99,NA,NA,2,"OM18",1,"6_MRD",1,5,5,200
"3608",87,869,29926,12,12,29926012012,"Tinh Dong Thap",3,5,20,2,5,24,1,"Nếp long an",1,"6_MRD",4,5,5,153.846153846154
"3609",87,868,29986,7,1,29986007001,"Tinh Dong Thap",2,5,20,1,5,20,1,"Đài thơm 8",1,"6_MRD",3,5,5,153.846153846154
"3610",87,868,29986,7,6,29986007006,"Tinh Dong Thap",2,5,22,9,5,25,1,"Nàng Hoa 8",1,"6_MRD",3,5,5,169.230769230769
"3611",87,868,29986,7,10,29986007010,"Tinh Dong Thap",2,5,20,2,5,22,1,"Nàng thơm 8",1,"6_MRD",3,5,5,153.846153846154
"3612",87,871,30001,14,2,30001014002,"Tinh Dong Thap",3,4,18,3,4,19,1,"om18",1,"6_MRD",4,4,4,180
"3613",87,871,30001,14,3,30001014003,"Tinh Dong Thap",3,4,18,6,4,19,1,"0m18",1,"6_MRD",4,4,4,180
"3614",87,871,30001,14,6,30001014006,"Tinh Dong Thap",2,4,100,99,NA,NA,1,"om4900",1,"6_MRD",4,4,4,1000
"3615",87,871,30001,14,7,30001014007,"Tinh Dong Thap",3,4,18,5,4,19,1,"om18",1,"6_MRD",4,4,4,180
"3616",87,871,30013,5,1,30013005001,"Tinh Dong Thap",3,4,48,2,4,49,3,"om4900",1,"6_MRD",6,4,4,480
"3617",87,871,30013,5,3,30013005003,"Tinh Dong Thap",3,4,18,2,4,20,3,"om18",1,"6_MRD",6,4,4,180
"3618",87,871,30013,5,4,30013005004,"Tinh Dong Thap",3,4,17,3,4,19,2,"om18",1,"6_MRD",6,4,4,170
"3619",87,871,30013,5,6,30013005006,"Tinh Dong Thap",3,4,15,3,4,17,2,"om18",1,"6_MRD",6,4,4,150
"3620",87,871,30013,5,7,30013005007,"Tinh Dong Thap",1,4,17,3,4,18,3,"om18",1,"6_MRD",6,4,4,170
"3621",87,871,30013,5,15,30013005015,"Tinh Dong Thap",3,4,19,3,4,20,2,"om4218",1,"6_MRD",6,4,4,190
"3622",87,871,30034,19,5,30034019005,"Tinh Dong Thap",1,4,18,3,4,20,1,"Đài thơm 8",1,"6_MRD",6,4,4,180
"3623",87,871,30034,19,7,30034019007,"Tinh Dong Thap",1,4,18,3,4,20,1,"OM 18",1,"6_MRD",6,4,4,180
"3624",87,871,30034,19,8,30034019008,"Tinh Dong Thap",3,4,17,3,4,20,1,"OM18",1,"6_MRD",6,4,4,170
"3625",87,871,30034,19,11,30034019011,"Tinh Dong Thap",3,4,12,2,4,16,1,"Đài thơm 8",1,"6_MRD",6,4,4,120
"3626",87,871,30034,19,12,30034019012,"Tinh Dong Thap",3,4,16,2,4,18,1,"OM 18",1,"6_MRD",6,4,4,160
"3627",87,871,30034,19,14,30034019014,"Tinh Dong Thap",3,4,15,2,4,22,1,"Đài thơm 8",1,"6_MRD",6,4,4,150
"3628",87,872,30073,20,1,30073020001,"Tinh Dong Thap",2,4,20,10,4,22,1,"OM18",1,"6_MRD",4,4,4,200
"3629",87,872,30073,20,4,30073020004,"Tinh Dong Thap",1,4,18,99,NA,NA,99,"vnđ 95-20",1,"6_MRD",4,4,4,180
"3630",87,872,30073,20,5,30073020005,"Tinh Dong Thap",2,4,20,10,4,20,1,"OM18",1,"6_MRD",4,4,4,200
"3631",87,872,30073,20,6,30073020006,"Tinh Dong Thap",3,1,15,5,1,15,1,"18",1,"6_MRD",2,4,4,150000
"3632",87,872,30073,20,10,30073020010,"Tinh Dong Thap",2,4,18,5,4,12,1,"OM18",1,"6_MRD",4,4,4,180
"3633",87,872,30073,20,15,30073020015,"Tinh Dong Thap",3,1,15,5,1,15,2,"OM 18",1,"6_MRD",2,4,4,150000
"3634",87,873,30097,2,1,30097002001,"Tinh Dong Thap",3,5,14,2,5,14,1,"OM 18",1,"6_MRD",7,5,5,107.692307692308
"3635",87,873,30097,2,2,30097002002,"Tinh Dong Thap",1,4,20,15,4,18,1,"504",1,"6_MRD",2,5,5,200
"3636",87,873,30097,2,3,30097002003,"Tinh Dong Thap",1,5,20,2,5,20,3,"I R 50404",1,"6_MRD",7,5,5,153.846153846154
"3637",87,873,30097,2,5,30097002005,"Tinh Dong Thap",3,5,20,99,NA,NA,3,"504",1,"6_MRD",7,5,5,153.846153846154
"3638",87,873,30097,2,6,30097002006,"Tinh Dong Thap",1,5,20,3,5,20,3,"I R 50404",1,"6_MRD",7,5,5,153.846153846154
"3639",87,873,30097,2,7,30097002007,"Tinh Dong Thap",3,5,14,2,5,15,1,"OM 5451",1,"6_MRD",7,5,5,107.692307692308
"3640",87,873,30097,2,8,30097002008,"Tinh Dong Thap",3,5,28,99,NA,NA,3,"504",1,"6_MRD",7,5,5,215.384615384615
"3641",87,873,30097,2,10,30097002010,"Tinh Dong Thap",1,4,20,6,4,18,1,"5040",1,"6_MRD",2,5,5,200
"3642",87,873,30097,2,13,30097002013,"Tinh Dong Thap",3,5,14,2,5,14,1,"OM 18",1,"6_MRD",7,5,5,107.692307692308
"3643",87,874,30130,23,7,30130023007,"Tinh Dong Thap",3,4,55,2,4,15,1,"om5451",1,"6_MRD",2,4,4,550
"3644",87,874,30130,23,8,30130023008,"Tinh Dong Thap",3,4,15,1,4,16,1,"Đài thơm 8",1,"6_MRD",2,4,4,150
"3645",87,874,30130,23,14,30130023014,"Tinh Dong Thap",1,5,19,4,5,20,1,"đài thơm 8",1,"6_MRD",2,4,4,146.153846153846
"3646",87,874,30130,23,15,30130023015,"Tinh Dong Thap",1,5,23,2,5,23,1,"đài thơm 8",1,"6_MRD",2,4,4,176.923076923077
"3647",87,874,30154,6,1,30154006001,"Tinh Dong Thap",3,4,20,5,4,20,2,"đài thơm 8",1,"6_MRD",5,4,4,200
"3648",87,874,30154,6,5,30154006005,"Tinh Dong Thap",3,4,20,3,4,20,2,"đài thơm 8",1,"6_MRD",5,4,4,200
"3649",87,874,30154,6,8,30154006008,"Tinh Dong Thap",3,4,19,5,4,19,99,"đài thơm 8",1,"6_MRD",5,4,4,190
"3650",87,874,30154,6,9,30154006009,"Tinh Dong Thap",3,4,20,8,4,20,2,"đài thơm 8",1,"6_MRD",5,4,4,200
"3651",87,874,30154,6,14,30154006014,"Tinh Dong Thap",3,4,20,5,4,20,99,"đài thơm 8",1,"6_MRD",5,4,4,200
"3652",87,876,30226,19,9,30226019009,"Tinh Dong Thap",2,4,18,1,4,18,1,"ST25",1,"6_MRD",1,4,4,180
"3653",87,877,30259,6,1,30259006001,"Tinh Dong Thap",6,4,20,99,NA,NA,2,"IR50404",1,"6_MRD",2,4,4,200
"3654",87,877,30259,6,12,30259006012,"Tinh Dong Thap",6,4,20,99,NA,NA,2,"IR50404",1,"6_MRD",2,4,4,200
"3655",89,883,30304,48,1,30304048001,"Tinh An Giang",3,4,20,7,4,20,1,"đài thơm",1,"6_MRD",2,4,4,200
"3656",89,883,30304,48,13,30304048013,"Tinh An Giang",3,5,24,99,NA,NA,1,"đài thơm",1,"6_MRD",1,4,4,184.615384615385
"3657",89,883,30304,48,14,30304048014,"Tinh An Giang",3,4,20,10,4,20,1,"đài thơm",1,"6_MRD",2,4,4,200
"3658",89,888,30433,8,4,30433008004,"Tinh An Giang",2,4,25,99,NA,NA,1,"Nếp Long An",1,"6_MRD",4,4,4,250
"3659",89,888,30433,8,7,30433008007,"Tinh An Giang",2,4,23,99,NA,NA,1,"Nếp Long An",1,"6_MRD",4,4,4,230
"3660",89,888,30433,8,9,30433008009,"Tinh An Giang",2,4,24,16,4,22,1,"Nếp Long An",1,"6_MRD",4,4,4,240
"3661",89,888,30433,8,11,30433008011,"Tinh An Giang",2,4,27,15,4,21,1,"NẾP LONG AN",1,"6_MRD",4,4,4,270
"3662",89,888,30439,2,2,30439002002,"Tinh An Giang",3,4,25,5,4,22,3,"BM 9603",1,"6_MRD",3,4,4,250
"3663",89,888,30439,2,8,30439002008,"Tinh An Giang",3,4,25,3,4,22,3,"OM 4625",1,"6_MRD",3,4,4,250
"3664",89,888,30439,2,15,30439002015,"Tinh An Giang",3,4,22,4,4,20,3,"Ir4625",1,"6_MRD",3,4,4,220
"3665",89,888,30454,22,4,30454022004,"Tinh An Giang",1,NA,0,NA,NA,NA,2,"Nếp 3 tháng",1,"6_MRD",4,NA,NA,NA
"3666",89,888,30454,22,6,30454022006,"Tinh An Giang",1,NA,0,NA,NA,NA,3,"Nếp 3 tháng",1,"6_MRD",4,NA,NA,NA
"3667",89,888,30454,22,8,30454022008,"Tinh An Giang",2,NA,0,NA,NA,NA,2,"Nếp 3 tháng",1,"6_MRD",4,NA,NA,NA
"3668",89,888,30454,22,10,30454022010,"Tinh An Giang",1,NA,0,NA,NA,NA,3,"Nếp 3 tháng",1,"6_MRD",4,NA,NA,NA
"3669",89,889,30472,34,3,30472034003,"Tinh An Giang",3,4,23,9,4,23,1,"OM 18",1,"6_MRD",3,4,4,230
"3670",89,889,30472,34,6,30472034006,"Tinh An Giang",3,4,22,5,4,22,1,"OM 18",1,"6_MRD",3,4,4,220
"3671",89,889,30472,34,12,30472034012,"Tinh An Giang",3,4,19,99,NA,NA,1,"OM 18",1,"6_MRD",3,4,4,190
"3672",89,891,30586,31,1,30586031001,"Tinh An Giang",1,5,30,1,5,30,3,"OM IR50404",1,"6_MRD",5,5,5,230.769230769231
"3673",89,891,30586,31,2,30586031002,"Tinh An Giang",1,5,30,10,5,30,3,"OM IR50404",1,"6_MRD",5,5,5,230.769230769231
"3674",89,891,30586,31,6,30586031006,"Tinh An Giang",1,5,30,30,NA,NA,3,"OM IR50404",1,"6_MRD",5,5,5,230.769230769231
"3675",89,891,30586,31,12,30586031012,"Tinh An Giang",1,5,40,5,5,50,2,"504 lúa xanh",1,"6_MRD",5,5,5,307.692307692308
"3676",89,891,30586,31,13,30586031013,"Tinh An Giang",1,5,40,10,5,45,3,"504 lá xanh",1,"6_MRD",5,5,5,307.692307692308
"3677",89,891,30586,31,15,30586031015,"Tinh An Giang",3,1,20,4,1,40,2,"504 lúa xanh",1,"6_MRD",1,5,5,200000
"3678",89,893,30646,4,14,30646004014,"Tinh An Giang",1,1,250,99,NA,NA,1,"50404",1,"6_MRD",1,1,1,2500000
"3679",89,894,30718,3,2,30718003002,"Tinh An Giang",3,5,20,6,5,20,1,"504",1,"6_MRD",3,4,4,153.846153846154
"3680",89,894,30718,3,4,30718003004,"Tinh An Giang",3,5,25,99,NA,NA,1,"380",1,"6_MRD",3,4,4,192.307692307692
"3681",89,894,30718,3,7,30718003007,"Tinh An Giang",2,4,25,8,4,20,2,"0M 504",1,"6_MRD",3,4,4,250
"3682",89,894,30718,3,9,30718003009,"Tinh An Giang",2,4,20,10,4,18,2,"OM 504",1,"6_MRD",3,4,4,200
"3683",89,894,30718,3,13,30718003013,"Tinh An Giang",1,4,20,20,NA,NA,2,"OM 504",1,"6_MRD",3,4,4,200
"3684",89,894,30718,3,14,30718003014,"Tinh An Giang",3,5,21,99,NA,NA,1,"380",1,"6_MRD",3,4,4,161.538461538462
"3685",91,899,30739,24,5,30739024005,"Tinh Kien Giang",2,4,25,15,4,25,2,"giống lúa jesmin",1,"6_MRD",1,4,4,250
"3686",91,899,30742,10,8,30742010008,"Tinh Kien Giang",1,5,15,3,5,15,1,"Đài thơm 8",1,"6_MRD",1,5,5,115.384615384615
"3687",91,902,30808,3,6,30808003006,"Tinh Kien Giang",2,4,25,99,NA,NA,2,"lúa gạo thơm",1,"6_MRD",1,4,4,250
"3688",91,902,30808,3,8,30808003008,"Tinh Kien Giang",1,5,20,2,5,20,1,"504",1,"6_MRD",1,4,4,153.846153846154
"3689",91,903,30826,2,2,30826002002,"Tinh Kien Giang",1,5,20,2,5,20,1,"Đài thơm 8",1,"6_MRD",4,4,4,153.846153846154
"3690",91,903,30826,2,4,30826002004,"Tinh Kien Giang",2,4,25,99,NA,NA,1,"lúa gạo thơm",1,"6_MRD",5,4,4,250
